iter	Passed	Remaining
1670	8876	1747
1671	8882	1742
1672	8887	1737
1673	8891	1731
1674	8894	1725
1675	8899	1720
1676	8905	1715
1677	8909	1709
1678	8915	1704
1679	8922	1699
1680	8926	1694
1681	8930	1688
1682	8935	1682
1683	8938	1677
1684	8942	1671
1685	8946	1666
1686	8951	1660
1687	8954	1655
1688	8960	1649
1689	8965	1644
1690	8970	1639
1691	8976	1634
1692	8981	1628
1693	8988	1623
1694	8994	1618
1695	9001	1613
1696	9007	1608
1697	9012	1602
1698	9016	1597
1699	9020	1591
1700	9024	1586
1701	9030	1581
1702	9033	1575
1703	9037	1569
1704	9041	1564
1705	9044	1558
1706	9048	1553
1707	9054	1547
1708	9059	1542
1709	9063	1537
1710	9068	1531
1711	9071	1526
1712	9076	1520
1713	9080	1515
1714	9085	1509
1715	9088	1504
1716	9093	1498
1717	9099	1493
1718	9103	1488
1719	9108	1482
1720	9112	1477
1721	9117	1471
1722	9120	1466
1723	9125	1460
1724	9128	1455
1725	9132	1449
1726	9136	1444
1727	9140	1438
1728	9143	1433
1729	9147	1427
1730	9151	1422
1731	9156	1416
1732	9160	1411
1733	9165	1406
1734	9171	1400
1735	9176	1395
1736	9183	1390
1737	9189	1385
1738	9196	1380
1739	9201	1374
1740	9206	1369
1741	9210	1364
1742	9215	1358
1743	9219	1353
1744	9224	1347
1745	9227	1342
1746	9232	1337
1747	9236	1331
1748	9240	1326
1749	9244	1320
1750	9249	1315
1751	9254	1310
1752	9258	1304
1753	9265	1299
1754	9268	1293
1755	9273	1288
1756	9276	1283
1757	9281	1277
1758	9285	1272
1759	9292	1267
1760	9299	1262
1761	9304	1256
1762	9312	1251
1763	9317	1246
1764	9322	1241
1765	9327	1235
1766	9331	1230
1767	9337	1225
1768	9342	1219
1769	9346	1214
1770	9352	1209
1771	9356	1203
1772	9361	1198
1773	9365	1193
1774	9374	1188
1775	9380	1183
1776	9386	1177
1777	9393	1172
1778	9398	1167
1779	9403	1162
1780	9408	1156
1781	9412	1151
1782	9415	1145
1783	9421	1140
1784	9424	1135
1785	9429	1129
1786	9432	1124
1787	9437	1119
1788	9440	1113
1789	9445	1108
1790	9448	1102
1791	9454	1097
1792	9457	1091
1793	9462	1086
1794	9465	1081
1795	9470	1075
1796	9474	1070
1797	9479	1064
1798	9484	1059
1799	9488	1054
1800	9494	1049
1801	9499	1043
1802	9503	1038
1803	9508	1033
1804	9511	1027
1805	9516	1022
1806	9519	1016
1807	9525	1011
1808	9530	1006
1809	9534	1000
1810	9538	995
1811	9541	989
1812	9548	984
1813	9552	979
1814	9556	974
1815	9562	968
1816	9567	963
1817	9574	958
1818	9580	953
1819	9586	948
1820	9589	942
1821	9595	937
1822	9600	932
1823	9604	926
1824	9609	921
1825	9612	915
1826	9618	910
1827	9621	905
1828	9626	899
1829	9630	894
1830	9640	889
1831	9649	884
1832	9656	879
1833	9665	874
1834	9672	869
1835	9679	864
1836	9682	859
1837	9688	853
1838	9691	848
1839	9696	843
1840	9701	837
1841	9705	832
1842	9708	827
1843	9712	821
1844	9717	816
1845	9721	811
1846	9725	805
1847	9728	800
1848	9733	794
1849	9738	789
1850	9744	784
1851	9750	779
1852	9757	774
1853	9767	769
1854	9772	763
1855	9776	758
1856	9781	753
1857	9784	747
1858	9790	742
1859	9794	737
1860	9798	731
1861	9804	726
1862	9807	721
1863	9812	715
1864	9817	710
1865	9821	705
1866	9825	699
1867	9830	694
1868	9834	689
1869	9839	684
1870	9843	678
1871	9854	673
1872	9860	668
1873	9865	663
1874	9870	658
1875	9873	652
1876	9877	647
1877	9882	641
1878	9888	636
1879	9895	631
1880	9903	626
1881	9911	621
1882	9921	616
1883	9930	611
1884	9942	606
1885	9952	601
1886	9957	596
1887	9962	590
1888	9969	585
1889	9974	580
1890	9977	575
1891	9983	569
1892	9988	564
1893	9991	559
1894	9997	553
1895	10000	548
1896	10004	543
1897	10010	537
1898	10013	532
1899	10018	527
1900	10022	521
1901	10026	516
1902	10030	511
1903	10034	505
1904	10039	500
1905	10044	495
1906	10049	490
1907	10053	484
1908	10058	479
1909	10062	474
1910	10068	468
1911	10076	463
1912	10080	458
1913	10086	453
1914	10093	448
1915	10098	442
1916	10102	437
1917	10110	432
1918	10119	427
1919	10129	422
1920	10147	417
1921	10156	412
1922	10161	406
1923	10168	401
1924	10175	396
1925	10185	391
1926	10192	386
1927	10201	380
1928	10208	375
1929	10216	370
1930	10222	365
1931	10229	360
1932	10236	354
1933	10244	349
1934	10251	344
1935	10258	339
1936	10267	333
1937	10274	328
1938	10276	323
1939	10283	318
1940	10292	312
1941	10300	307
1942	10305	302
1943	10312	297
1944	10323	291
1945	10332	286
1946	10338	281
1947	10351	276
1948	10359	271
1949	10366	265
1950	10372	260
1951	10376	255
1952	10384	249
1953	10388	244
1954	10395	239
1955	10402	233
1956	10408	228
1957	10412	223
1958	10416	218
1959	10420	212
1960	10426	207
1961	10433	202
1962	10441	196
1963	10445	191
1964	10449	186
1965	10455	180
1966	10460	175
1967	10464	170
1968	10470	164
1969	10473	159
1970	10480	154
1971	10486	148
1972	10492	143
1973	10500	138
1974	10509	133
1975	10517	127
1976	10527	122
1977	10533	117
1978	10541	111
1979	10547	106
1980	10552	101
1981	10561	95
1982	10566	90
1983	10573	85
1984	10579	79
1985	10585	74
1986	10591	69
1987	10598	63
1988	10603	58
1989	10609	53
1990	10616	47
1991	10620	42
1992	10624	37
1993	10631	31
1994	10636	26
1995	10644	21
1996	10648	15
1997	10653	10
1998	10659	5
1999	10663	0
